# art of sim rally - steering force curve conformance vector
# generated by tools/force-vector from src/ArtOfSimRally.Mod/ForceCurve.cs
# mod 0.2.2 defaults: FyReference=11500 gain=1 (Strength 50) invert=false ideal_deg=8.5
# fade 3->12 km/h (Unity SmoothStep, cubic), trail 1.0 -> 0.6 at twice ideal slip
# 'normalised' is pre-smoothing, -1..1. 'device' is (int)(normalised * 10000),
# the DirectInput constant-force magnitude actually sent.
fy_total_n,abs_slip_deg,ideal_deg,speed_kmh,trail,normalised,device
-8800,4.25,8.5,40,0.9,-0.6886957,-6886
-8800,4.25,8.5,90,0.9,-0.6886957,-6886
-8800,4.25,8.5,130,0.9,-0.6886957,-6886
-8800,8.5,8.5,0,0.8,-0,0
-8800,8.5,8.5,3,0.8,-0,0
-8800,8.5,8.5,5,0.8,-0.07725652,-772
-8800,8.5,8.5,7.5,0.8,-0.306087,-3060
-8800,8.5,8.5,12,0.8,-0.6121739,-6121
-8800,8.5,8.5,40,0.8,-0.6121739,-6121
-8800,8.5,8.5,90,0.8,-0.6121739,-6121
-8800,8.5,8.5,130,0.8,-0.6121739,-6121
-8800,12,8.5,0,0.7176471,-0,0
-8800,12,8.5,3,0.7176471,-0,0
-8800,12,8.5,5,0.7176471,-0.06930364,-693
-8800,12,8.5,7.5,0.7176471,-0.274578,-2745
-8800,12,8.5,12,0.7176471,-0.549156,-5491
-8800,12,8.5,40,0.7176471,-0.549156,-5491
-8800,12,8.5,90,0.7176471,-0.549156,-5491
-8800,12,8.5,130,0.7176471,-0.549156,-5491
-8800,17,8.5,0,0.6,-0,0
-8800,17,8.5,3,0.6,-0,0
-8800,17,8.5,5,0.6,-0.05794239,-579
-8800,17,8.5,7.5,0.6,-0.2295652,-2295
-8800,17,8.5,12,0.6,-0.4591304,-4591
-8800,17,8.5,40,0.6,-0.4591304,-4591
-8800,17,8.5,90,0.6,-0.4591304,-4591
-8800,17,8.5,130,0.6,-0.4591304,-4591
-8800,21.25,8.5,0,0.6,-0,0
-8800,21.25,8.5,3,0.6,-0,0
-8800,21.25,8.5,5,0.6,-0.05794239,-579
-8800,21.25,8.5,7.5,0.6,-0.2295652,-2295
-8800,21.25,8.5,12,0.6,-0.4591304,-4591
-8800,21.25,8.5,40,0.6,-0.4591304,-4591
-8800,21.25,8.5,90,0.6,-0.4591304,-4591
-8800,21.25,8.5,130,0.6,-0.4591304,-4591
-8800,29,8.5,0,0.6,-0,0
-8800,29,8.5,3,0.6,-0,0
-8800,29,8.5,5,0.6,-0.05794239,-579
-8800,29,8.5,7.5,0.6,-0.2295652,-2295
-8800,29,8.5,12,0.6,-0.4591304,-4591
-8800,29,8.5,40,0.6,-0.4591304,-4591
-8800,29,8.5,90,0.6,-0.4591304,-4591
-8800,29,8.5,130,0.6,-0.4591304,-4591
-8800,45,8.5,0,0.6,-0,0
-8800,45,8.5,3,0.6,-0,0
-8800,45,8.5,5,0.6,-0.05794239,-579
-8800,45,8.5,7.5,0.6,-0.2295652,-2295
-8800,45,8.5,12,0.6,-0.4591304,-4591
-8800,45,8.5,40,0.6,-0.4591304,-4591
-8800,45,8.5,90,0.6,-0.4591304,-4591
-8800,45,8.5,130,0.6,-0.4591304,-4591

# smoothing step response: target steps 0 -> 1 at step 1, then -> 0 at step 11
smoothing,step,target,output
0,0,0,0
0,1,1,1
0,2,1,1
0,3,1,1
0,4,1,1
0,5,1,1
0,6,1,1
0,7,1,1
0,8,1,1
0,9,1,1
0,10,1,1
0,11,0,0
0,12,0,0
0,13,0,0
0,14,0,0
0,15,0,0
0,16,0,0
0,17,0,0
0,18,0,0
0,19,0,0
0,20,0,0
0.2,0,0,0
0.2,1,1,0.8
0.2,2,1,0.96
0.2,3,1,0.992
0.2,4,1,0.9984
0.2,5,1,0.99968
0.2,6,1,0.999936
0.2,7,1,0.9999872
0.2,8,1,0.9999974
0.2,9,1,0.9999995
0.2,10,1,0.9999999
0.2,11,0,0.2
0.2,12,0,0.04
0.2,13,0,0.007999999
0.2,14,0,0.0016
0.2,15,0,0.00032
0.2,16,0,0.000064
0.2,17,0,0.0000128
0.2,18,0,0.00000256
0.2,19,0,0.000000512
0.2,20,0,0.000000102
0.5,0,0,0
0.5,1,1,0.5
0.5,2,1,0.75
0.5,3,1,0.875
0.5,4,1,0.9375
0.5,5,1,0.96875
0.5,6,1,0.984375
0.5,7,1,0.9921875
0.5,8,1,0.9960938
0.5,9,1,0.9980469
0.5,10,1,0.9990234
0.5,11,0,0.4995117
0.5,12,0,0.2497559
0.5,13,0,0.1248779
0.5,14,0,0.06243896
0.5,15,0,0.03121948
0.5,16,0,0.01560974
0.5,17,0,0.007804871
0.5,18,0,0.003902435
0.5,19,0,0.001951218
0.5,20,0,0.000975609
